tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_006563157	LOC102653588	CM009946.2	+	1	2677	2061	434	182	protein_coding		RefSeq	XP_006563220	protein_coding		RefSeq	True	False
XM_026445796	LOC410649	CM009946.2	+	12	2712	1485	218	1009	protein_coding		RefSeq	XP_026301581	protein_coding		RefSeq	False	False
XM_026445795	LOC410649	CM009946.2	+	13	2819	1518	292	1009	protein_coding		RefSeq	XP_026301580	protein_coding		RefSeq	False	False
XM_026445797	LOC410649	CM009946.2	+	12	2534	1395	115	1024	protein_coding		RefSeq	XP_026301582	protein_coding		RefSeq	False	False
XM_026445798	LOC410649	CM009946.2	+	14	3021	1395	602	1024	protein_coding		RefSeq	XP_026301583	protein_coding		RefSeq	False	False
XM_026445793	LOC410649	CM009946.2	+	15	3223	2184	15	1024	protein_coding		RefSeq	XP_026301578	protein_coding		RefSeq	True	False
XM_026445794	LOC410649	CM009946.2	+	15	3519	2169	326	1024	protein_coding		RefSeq	XP_026301579	protein_coding		RefSeq	False	False
XM_006557735	LOC552675	CM009946.2	+	4	2800	747	354	1699	protein_coding		RefSeq	XP_006557798	protein_coding		RefSeq	True	False
XM_625290	LOC552675	CM009946.2	+	4	2554	732	120	1702	protein_coding		RefSeq	XP_625293	protein_coding		RefSeq	False	False
XM_006557734	LOC552675	CM009946.2	+	4	2791	747	342	1702	protein_coding		RefSeq	XP_006557797	protein_coding		RefSeq	False	False
XR_003306308	LOC102655864	CM009946.2	-	4	2998	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306328	LOC107965678	CM009946.2	-	2	1315	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_003249431	LOC100576554	CM009946.2	-	6	1600	1353	165	82	protein_coding		RefSeq	XP_003249479	protein_coding		RefSeq	True	False
GeneID_100315685_t1	GeneID_100315685	CM009946.2	-	1	23	0	0	0	pre_miRNA	Mir993	RefSeq		miRNA	Mir993_t1	RefSeq	False	False
NR_034317	GeneID_100315685	CM009946.2	-	1	89	0	0	0	pre_miRNA	Mir993	RefSeq		pre_miRNA		RefSeq	True	False
XM_026445759	LOC113219301	CM009946.2	-	4	645	315	205	125	protein_coding		RefSeq	XP_026301544	protein_coding		RefSeq	False	False
XM_026445758	LOC113219301	CM009946.2	-	4	518	327	149	42	protein_coding		RefSeq	XP_026301543	protein_coding		RefSeq	False	False
XM_026445757	LOC113219301	CM009946.2	-	4	574	327	205	42	protein_coding		RefSeq	XP_026301542	protein_coding		RefSeq	True	False
XM_397228	LOC413789	CM009946.2	+	6	4436	996	1053	2387	protein_coding		RefSeq	XP_397228	protein_coding		RefSeq	True	False
XM_006561377	LOC725883	CM009946.2	-	1	321	213	34	74	protein_coding		RefSeq	XP_006561440	protein_coding		RefSeq	True	False
XM_026445879	LOC724468	CM009946.2	-	12	4953	2478	1458	1017	protein_coding		RefSeq	XP_026301664	protein_coding		RefSeq	True	False
XM_026445880	LOC724468	CM009946.2	-	11	4837	2478	1342	1017	protein_coding		RefSeq	XP_026301665	protein_coding		RefSeq	False	False
XR_407570	LOC102654852	CM009946.2	+	2	1080	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006557769	LOC551080	CM009946.2	-	9	2126	1203	452	471	protein_coding		RefSeq	XP_006557832	protein_coding		RefSeq	False	False
XM_006557766	LOC551080	CM009946.2	-	9	1945	1275	199	471	protein_coding		RefSeq	XP_006557829	protein_coding		RefSeq	True	False
XM_006557768	LOC551080	CM009946.2	-	10	2466	1203	792	471	protein_coding		RefSeq	XP_006557831	protein_coding		RefSeq	False	False
XM_006557770	LOC551080	CM009946.2	-	9	1495	1185	198	112	protein_coding		RefSeq	XP_006557833	protein_coding		RefSeq	False	False
XM_016916981	LOC551080	CM009946.2	-	9	1955	1203	281	471	protein_coding		RefSeq	XP_016772470	protein_coding		RefSeq	False	False
XM_006557767	LOC551080	CM009946.2	-	9	1637	1224	198	215	protein_coding		RefSeq	XP_006557830	protein_coding		RefSeq	False	False
XM_016916982	LOC551080	CM009946.2	-	9	1883	1203	209	471	protein_coding		RefSeq	XP_016772471	protein_coding		RefSeq	False	False
XR_001705908	LOC102654221	CM009946.2	+	3	1715	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_624943	LOC552567	CM009946.2	-	8	2151	1428	107	616	protein_coding		RefSeq	XP_624946	protein_coding		RefSeq	True	False
XM_006557713	LOC552567	CM009946.2	-	8	2149	1161	372	616	protein_coding		RefSeq	XP_006557776	protein_coding		RefSeq	False	False
XM_006563127	LOC408554	CM009946.2	-	24	5691	5136	555	0	protein_coding		RefSeq	XP_006563190	protein_coding		RefSeq	True	False
XR_408351	LOC102654984	CM009946.2	-	3	617	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016916896	GeneID_406077	CM009946.2	+	3	8073	1059	1466	5548	protein_coding	Antp	RefSeq	XP_016772385	protein_coding		RefSeq	False	False
XM_016916900	GeneID_406077	CM009946.2	+	3	8139	1059	1532	5548	protein_coding	Antp	RefSeq	XP_016772389	protein_coding		RefSeq	False	False
XM_026445698	GeneID_406077	CM009946.2	+	5	7804	1059	1197	5548	protein_coding	Antp	RefSeq	XP_026301483	protein_coding		RefSeq	False	False
XM_016916899	GeneID_406077	CM009946.2	+	3	9037	1059	2430	5548	protein_coding	Antp	RefSeq	XP_016772388	protein_coding		RefSeq	False	False
XM_016916893	GeneID_406077	CM009946.2	+	3	9460	1059	2853	5548	protein_coding	Antp	RefSeq	XP_016772382	protein_coding		RefSeq	True	False
NM_001011571	GeneID_406077	CM009946.2	+	2	2081	1059	113	909	protein_coding	Antp	RefSeq	NP_001011571	protein_coding		RefSeq	False	False
XM_016916901	GeneID_406077	CM009946.2	+	3	7737	1059	1130	5548	protein_coding	Antp	RefSeq	XP_016772390	protein_coding		RefSeq	False	False
XM_016916898	GeneID_406077	CM009946.2	+	3	8075	1059	1468	5548	protein_coding	Antp	RefSeq	XP_016772387	protein_coding		RefSeq	False	False
XM_016916895	GeneID_406077	CM009946.2	+	4	9091	1059	2484	5548	protein_coding	Antp	RefSeq	XP_016772384	protein_coding		RefSeq	False	False
XM_006557783	LOC551938	CM009946.2	-	6	1088	915	151	22	protein_coding		RefSeq	XP_006557846	protein_coding		RefSeq	False	False
XM_006557784	LOC551938	CM009946.2	-	6	1121	915	184	22	protein_coding		RefSeq	XP_006557847	protein_coding		RefSeq	False	False
XM_006557782	LOC551938	CM009946.2	-	6	1233	915	296	22	protein_coding		RefSeq	XP_006557845	protein_coding		RefSeq	False	False
XM_624321	LOC551938	CM009946.2	-	6	1047	915	110	22	protein_coding		RefSeq	XP_624324	protein_coding		RefSeq	False	False
XM_006557780	LOC551938	CM009946.2	-	7	1311	963	65	283	protein_coding		RefSeq	XP_006557843	protein_coding		RefSeq	True	False
XR_001706106	LOC107965727	CM009946.2	-	3	2089	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306301	LOC102655619	CM009946.2	-	11	8070	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306300	LOC102655619	CM009946.2	-	11	8722	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306298	LOC102655619	CM009946.2	-	11	6086	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705842	LOC102655619	CM009946.2	-	11	8081	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306299	LOC102655619	CM009946.2	-	11	6053	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_397241	LOC413802	CM009946.2	+	9	4228	3546	158	524	protein_coding		RefSeq	XP_397241	protein_coding		RefSeq	True	False
XM_016917068	LOC100576709	CM009946.2	-	23	10363	6993	710	2660	protein_coding		RefSeq	XP_016772557	protein_coding		RefSeq	False	False
XM_016917073	LOC100576709	CM009946.2	-	24	7125	6672	288	165	protein_coding		RefSeq	XP_016772562	protein_coding		RefSeq	False	False
XM_006557757	LOC100576709	CM009946.2	-	25	7735	4803	272	2660	protein_coding		RefSeq	XP_006557820	protein_coding		RefSeq	False	False
XM_016917071	LOC100576709	CM009946.2	-	23	9848	6900	288	2660	protein_coding		RefSeq	XP_016772560	protein_coding		RefSeq	False	False
XM_026445873	LOC100576709	CM009946.2	-	23	9822	6708	454	2660	protein_coding		RefSeq	XP_026301658	protein_coding		RefSeq	False	False
XM_016917066	LOC100576709	CM009946.2	-	23	9937	6993	284	2660	protein_coding		RefSeq	XP_016772555	protein_coding		RefSeq	False	False
XM_016917067	LOC100576709	CM009946.2	-	23	10441	6993	788	2660	protein_coding		RefSeq	XP_016772556	protein_coding		RefSeq	False	False
XM_016917069	LOC100576709	CM009946.2	-	23	10152	6993	499	2660	protein_coding		RefSeq	XP_016772558	protein_coding		RefSeq	False	False
XM_016917062	LOC100576709	CM009946.2	-	24	9961	7014	287	2660	protein_coding		RefSeq	XP_016772551	protein_coding		RefSeq	True	False
XM_026445871	LOC100576709	CM009946.2	-	23	9895	6945	290	2660	protein_coding		RefSeq	XP_026301656	protein_coding		RefSeq	False	False
XM_016917070	LOC100576709	CM009946.2	-	22	9729	6942	127	2660	protein_coding		RefSeq	XP_016772559	protein_coding		RefSeq	False	False
XM_016917064	LOC100576709	CM009946.2	-	24	9931	7014	257	2660	protein_coding		RefSeq	XP_016772553	protein_coding		RefSeq	False	False
XM_026445872	LOC100576709	CM009946.2	-	22	9781	6831	290	2660	protein_coding		RefSeq	XP_026301657	protein_coding		RefSeq	False	False
XM_026445870	LOC100576709	CM009946.2	-	23	10624	6993	971	2660	protein_coding		RefSeq	XP_026301655	protein_coding		RefSeq	False	False
XM_016917065	LOC100576709	CM009946.2	-	23	9925	7014	251	2660	protein_coding		RefSeq	XP_016772554	protein_coding		RefSeq	False	False
XR_409094	LOC100577317	CM009946.2	+	3	2982	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705863	LOC100577317	CM009946.2	+	4	2896	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705862	LOC100577317	CM009946.2	+	4	2906	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_006561398	LOC413120	CM009946.2	-	8	2919	1095	256	1568	protein_coding		RefSeq	XP_006561461	protein_coding		RefSeq	True	False
XM_001122030	LOC726279	CM009946.2	-	3	683	450	233	0	protein_coding		RefSeq	XP_001122030	protein_coding		RefSeq	True	False
XM_006559400	LOC412696	CM009946.2	-	6	1163	936	186	41	protein_coding		RefSeq	XP_006559463	protein_coding		RefSeq	False	False
XM_006559399	LOC412696	CM009946.2	-	6	1167	939	187	41	protein_coding		RefSeq	XP_006559462	protein_coding		RefSeq	True	False
XM_016916928	LOC412470	CM009946.2	-	5	8986	1551	212	7223	protein_coding		RefSeq	XP_016772417	protein_coding		RefSeq	False	False
XM_395927	LOC412470	CM009946.2	-	5	10182	1587	1372	7223	protein_coding		RefSeq	XP_395927	protein_coding		RefSeq	True	False
XM_026445897	LOC551947	CM009946.2	-	45	10859	10317	315	227	protein_coding		RefSeq	XP_026301682	protein_coding		RefSeq	True	False
XM_026445896	LOC551947	CM009946.2	-	45	10702	10317	158	227	protein_coding		RefSeq	XP_026301681	protein_coding		RefSeq	False	False
XR_003306266	LOC100577695	CM009946.2	-	6	2171	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705984	LOC100577695	CM009946.2	-	7	2098	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306268	LOC100577695	CM009946.2	-	5	1539	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306267	LOC100577695	CM009946.2	-	6	2588	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306270	LOC100577695	CM009946.2	-	6	2147	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306269	LOC100577695	CM009946.2	-	6	2118	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_026445737	LOC552490	CM009946.2	+	11	4684	1299	2380	1005	protein_coding		RefSeq	XP_026301522	protein_coding		RefSeq	True	False
XR_001705923	LOC102654623	CM009946.2	+	2	7220	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016916986	LOC725788	CM009946.2	-	9	2493	1917	408	168	protein_coding		RefSeq	XP_016772475	protein_coding		RefSeq	True	False
XM_026445714	LOC725788	CM009946.2	-	8	1966	1530	268	168	protein_coding		RefSeq	XP_026301499	protein_coding		RefSeq	False	False
XM_006559376	LOC725788	CM009946.2	-	9	2377	1917	292	168	protein_coding		RefSeq	XP_006559439	protein_coding		RefSeq	False	False
XR_003306293	LOC102655928	CM009946.2	-	9	3632	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003306292	LOC102655928	CM009946.2	-	10	3666	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_001705822	LOC102655928	CM009946.2	-	10	3473	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006561396	LOC102655928	CM009946.2	-	4	1742	375	337	1030	protein_coding		RefSeq	XP_006561459	protein_coding		RefSeq	False	False
XR_003306291	LOC102655928	CM009946.2	-	10	3772	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003306297	LOC102655928	CM009946.2	-	10	3719	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003306296	LOC102655928	CM009946.2	-	10	3769	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_003306295	LOC102655928	CM009946.2	-	10	3553	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006561394	LOC102655928	CM009946.2	-	5	1095	546	337	212	protein_coding		RefSeq	XP_006561457	protein_coding		RefSeq	True	False
XR_409099	LOC102655539	CM009946.2	-	3	2112	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306331	LOC102655208	CM009946.2	-	4	876	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006561381	LOC412563	CM009946.2	+	6	2716	2085	276	355	protein_coding		RefSeq	XP_006561444	protein_coding		RefSeq	True	False
XM_016916925	LOC409604	CM009946.2	-	9	2928	2316	136	476	protein_coding		RefSeq	XP_016772414	protein_coding		RefSeq	False	False
XM_026445862	LOC409604	CM009946.2	-	9	2961	2292	193	476	protein_coding		RefSeq	XP_026301647	protein_coding		RefSeq	False	False
XM_026445861	LOC409604	CM009946.2	-	10	3853	2745	632	476	protein_coding		RefSeq	XP_026301646	protein_coding		RefSeq	False	False
XM_016916924	LOC409604	CM009946.2	-	9	5076	3174	1426	476	protein_coding		RefSeq	XP_016772413	protein_coding		RefSeq	True	False
XM_624704	LOC552328	CM009946.2	+	12	2755	2079	235	441	protein_coding		RefSeq	XP_624707	protein_coding		RefSeq	True	False
XM_624907	LOC552531	CM009946.2	-	3	685	315	153	217	protein_coding		RefSeq	XP_624910	protein_coding		RefSeq	True	False
XR_001705960	LOC107965697	CM009946.2	+	2	1329	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006557733	LOC102655617	CM009946.2	-	3	432	321	83	28	protein_coding		RefSeq	XP_006557796	protein_coding		RefSeq	False	False
XM_016917122	LOC102655617	CM009946.2	-	3	615	468	33	114	protein_coding		RefSeq	XP_016772611	protein_coding		RefSeq	True	False
XR_001706092	LOC107965723	CM009946.2	-	3	885	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006561323	LOC100577886	CM009946.2	+	10	7212	6945	233	34	protein_coding		RefSeq	XP_006561386	protein_coding		RefSeq	True	False
XM_003249455	LOC100578921	CM009946.2	+	2	778	324	164	290	protein_coding		RefSeq	XP_003249503	protein_coding		RefSeq	True	False
XR_003306353	LOC113219331	CM009946.2	-	1	162	0	0	0	snRNA		RefSeq		snRNA		RefSeq	True	False
XM_003250175	LOC100578277	CM009946.2	-	2	832	528	210	94	protein_coding		RefSeq	XP_003250223	protein_coding		RefSeq	True	False
GeneID_104794315-2	GeneID_104794315	CM009946.2	-	1	19	0	0	0	miRNA	Mir6002	RefSeq		miRNA	Mir6002-2	RefSeq	False	False
NR_127304	GeneID_104794315	CM009946.2	-	1	80	0	0	0	miRNA	Mir6002	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_104794315_t1	GeneID_104794315	CM009946.2	-	1	19	0	0	0	miRNA	Mir6002	RefSeq		miRNA	Mir6002_t1	RefSeq	False	False
XM_016917086	LOC724807	CM009946.2	+	3	527	342	167	18	protein_coding		RefSeq	XP_016772575	protein_coding		RefSeq	True	False
XM_006557285	LOC411575	CM009946.2	-	15	4125	3300	307	518	protein_coding		RefSeq	XP_006557348	protein_coding		RefSeq	True	False
XM_395046	LOC411575	CM009946.2	-	15	3978	3216	244	518	protein_coding		RefSeq	XP_395046	protein_coding		RefSeq	False	False
XM_006557288	LOC411575	CM009946.2	-	12	3345	2784	43	518	protein_coding		RefSeq	XP_006557351	protein_coding		RefSeq	False	False
XM_026445877	LOC411575	CM009946.2	-	16	4086	3300	268	518	protein_coding		RefSeq	XP_026301662	protein_coding		RefSeq	False	False
XM_006557286	LOC411575	CM009946.2	-	15	4018	3216	284	518	protein_coding		RefSeq	XP_006557349	protein_coding		RefSeq	False	False
XM_026445878	LOC411575	CM009946.2	-	15	3829	3216	95	518	protein_coding		RefSeq	XP_026301663	protein_coding		RefSeq	False	False
XM_006563094	LOC412056	CM009946.2	+	9	2256	1425	768	63	protein_coding		RefSeq	XP_006563157	protein_coding		RefSeq	False	False
XM_006563095	LOC412056	CM009946.2	+	9	1924	1425	436	63	protein_coding		RefSeq	XP_006563158	protein_coding		RefSeq	False	False
XM_006563093	LOC412056	CM009946.2	+	10	2024	1632	329	63	protein_coding		RefSeq	XP_006563156	protein_coding		RefSeq	False	False
XM_006563091	LOC412056	CM009946.2	+	11	2272	1632	577	63	protein_coding		RefSeq	XP_006563154	protein_coding		RefSeq	False	False
XM_026445764	LOC412056	CM009946.2	+	10	2360	1632	665	63	protein_coding		RefSeq	XP_026301549	protein_coding		RefSeq	True	False
XM_006563092	LOC412056	CM009946.2	+	11	1972	1632	277	63	protein_coding		RefSeq	XP_006563155	protein_coding		RefSeq	False	False
XM_016917040	LOC411556	CM009946.2	-	15	3865	3231	510	124	protein_coding		RefSeq	XP_016772529	protein_coding		RefSeq	True	False
XM_006559394	LOC411556	CM009946.2	-	15	3862	3228	510	124	protein_coding		RefSeq	XP_006559457	protein_coding		RefSeq	False	False
XM_397330	LOC413891	CM009946.2	+	4	1832	1443	240	149	protein_coding		RefSeq	XP_397330	protein_coding		RefSeq	False	False
XM_016917097	LOC413891	CM009946.2	+	4	1802	1461	192	149	protein_coding		RefSeq	XP_016772586	protein_coding		RefSeq	True	False
NM_001270821	GeneID_552350	CM009946.2	+	4	1558	693	52	813	protein_coding	CPR5	RefSeq	NP_001257750	protein_coding		RefSeq	True	False
XR_408305	LOC102655509	CM009946.2	-	5	3506	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
GeneID_107965733_t1	GeneID_107965733	CM009946.2	+	1	74	0	0	0	tRNA	TRNAI-AAU-5	RefSeq		tRNA	TRNAI-AAU-5_t1	RefSeq	True	False
XR_001705880	LOC551799	CM009946.2	+	12	5422	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_016916945	LOC551799	CM009946.2	+	12	5143	4431	235	477	protein_coding		RefSeq	XP_016772434	protein_coding		RefSeq	True	False
XR_003306281	LOC551799	CM009946.2	+	12	5420	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006561380	LOC412608	CM009946.2	-	13	3269	2496	428	345	protein_coding		RefSeq	XP_006561443	protein_coding		RefSeq	True	False
XM_396063	LOC412608	CM009946.2	-	13	3263	2490	428	345	protein_coding		RefSeq	XP_396063	protein_coding		RefSeq	False	False
XM_006559389	LOC552019	CM009946.2	-	27	6247	5925	85	237	protein_coding		RefSeq	XP_006559452	protein_coding		RefSeq	True	False
XM_026445731	LOC552019	CM009946.2	-	27	6226	5904	85	237	protein_coding		RefSeq	XP_026301516	protein_coding		RefSeq	False	False
XM_006559391	LOC552019	CM009946.2	-	26	6091	5826	28	237	protein_coding		RefSeq	XP_006559454	protein_coding		RefSeq	False	False
XR_001705935	LOC107965694	CM009946.2	-	2	422	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306330	LOC113219317	CM009946.2	+	3	1332	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306329	LOC113219317	CM009946.2	+	4	1532	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_001121123	LOC725252	CM009946.2	+	5	2691	2439	121	131	protein_coding		RefSeq	XP_001121123	protein_coding		RefSeq	True	False
XM_624972	LOC552597	CM009946.2	+	4	597	288	157	152	protein_coding		RefSeq	XP_624975	protein_coding		RefSeq	False	False
XM_006561326	LOC552597	CM009946.2	+	3	532	330	50	152	protein_coding		RefSeq	XP_006561389	protein_coding		RefSeq	True	False
XM_006561415	LOC102654007	CM009946.2	-	1	477	336	135	6	protein_coding		RefSeq	XP_006561478	protein_coding		RefSeq	True	False
XM_396972	LOC413529	CM009946.2	+	4	1438	1374	15	49	protein_coding		RefSeq	XP_396972	protein_coding		RefSeq	True	False
XM_006557296	LOC100578684	CM009946.2	-	2	487	234	148	105	protein_coding		RefSeq	XP_006557359	protein_coding		RefSeq	True	False
XR_003306352	LOC113219330	CM009946.2	-	1	162	0	0	0	snRNA		RefSeq		snRNA		RefSeq	True	False
XM_392899	LOC409384	CM009946.2	+	4	2844	1713	358	773	protein_coding		RefSeq	XP_392899	protein_coding		RefSeq	True	False
XM_026445779	LOC100578129	CM009946.2	+	12	6598	6405	150	43	protein_coding		RefSeq	XP_026301564	protein_coding		RefSeq	False	False
XM_026445778	LOC100578129	CM009946.2	+	11	6687	6405	239	43	protein_coding		RefSeq	XP_026301563	protein_coding		RefSeq	True	False
XR_003306332	LOC113219321	CM009946.2	+	2	811	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705952	LOC102653741	CM009946.2	-	5	1300	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705951	LOC102653741	CM009946.2	-	5	1744	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306210	LOC102653741	CM009946.2	-	6	2858	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001705953	LOC102653741	CM009946.2	-	4	1047	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001705958	LOC102653741	CM009946.2	-	5	2810	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_016917137	LOC413407	CM009946.2	+	10	2606	2334	219	53	protein_coding		RefSeq	XP_016772626	protein_coding		RefSeq	False	False
XM_396851	LOC413407	CM009946.2	+	9	3277	2334	218	725	protein_coding		RefSeq	XP_396851	protein_coding		RefSeq	True	False
XM_625012	LOC552637	CM009946.2	-	4	1413	1131	23	259	protein_coding		RefSeq	XP_625015	protein_coding		RefSeq	True	False
XM_006557744	LOC409222	CM009946.2	+	7	2082	1041	530	511	protein_coding		RefSeq	XP_006557807	protein_coding		RefSeq	True	False
XM_392746	LOC409222	CM009946.2	+	7	1837	1041	285	511	protein_coding		RefSeq	XP_392746	protein_coding		RefSeq	False	False
XM_006557729	LOC412455	CM009946.2	+	10	4318	3816	399	103	protein_coding		RefSeq	XP_006557792	protein_coding		RefSeq	True	False
XM_026445709	LOC412455	CM009946.2	+	9	4063	3816	144	103	protein_coding		RefSeq	XP_026301494	protein_coding		RefSeq	False	False
XM_016917114	LOC412455	CM009946.2	+	10	4116	3816	197	103	protein_coding		RefSeq	XP_016772603	protein_coding		RefSeq	False	False
XM_026445784	LOC102653888	CM009946.2	-	3	487	351	55	81	protein_coding		RefSeq	XP_026301569	protein_coding		RefSeq	False	False
XM_026445783	LOC102653888	CM009946.2	-	3	501	420	55	26	protein_coding		RefSeq	XP_026301568	protein_coding		RefSeq	True	False
XR_003306272	LOC102656112	CM009946.2	-	5	2679	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306274	LOC102656112	CM009946.2	-	5	4791	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306275	LOC102656112	CM009946.2	-	5	2992	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306273	LOC102656112	CM009946.2	-	5	4240	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001706016	LOC102656112	CM009946.2	-	6	6223	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016917147	LOC551547	CM009946.2	+	7	1131	1029	56	46	protein_coding		RefSeq	XP_016772636	protein_coding		RefSeq	True	False
XM_006561325	LOC551547	CM009946.2	+	8	1209	1011	152	46	protein_coding		RefSeq	XP_006561388	protein_coding		RefSeq	False	False
XR_003306231	LOC100577610	CM009946.2	-	15	3410	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026445751	LOC100577610	CM009946.2	-	5	876	576	245	55	protein_coding		RefSeq	XP_026301536	protein_coding		RefSeq	False	False
XM_026445750	LOC100577610	CM009946.2	-	14	3427	3087	154	186	protein_coding		RefSeq	XP_026301535	protein_coding		RefSeq	True	False
XM_006557742	LOC100577610	CM009946.2	-	5	680	600	25	55	protein_coding		RefSeq	XP_006557805	protein_coding		RefSeq	False	False
XM_006557739	LOC552756	CM009946.2	-	7	1238	1038	163	37	protein_coding		RefSeq	XP_006557802	protein_coding		RefSeq	True	False
XM_392994	LOC409487	CM009946.2	+	13	2785	2241	544	0	protein_coding		RefSeq	XP_392994	protein_coding		RefSeq	False	False
XR_408362	LOC409487	CM009946.2	+	13	3296	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006559395	LOC409487	CM009946.2	+	13	3079	2241	566	272	protein_coding		RefSeq	XP_006559458	protein_coding		RefSeq	True	False
XR_001705995	LOC107965704	CM009946.2	-	2	351	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445942	LOC550975	CM009946.2	+	7	870	516	256	98	protein_coding		RefSeq	XP_026301727	protein_coding		RefSeq	False	False
XM_016917075	LOC550975	CM009946.2	+	6	875	504	256	115	protein_coding		RefSeq	XP_016772564	protein_coding		RefSeq	False	False
XM_026445941	LOC550975	CM009946.2	+	7	796	525	256	15	protein_coding		RefSeq	XP_026301726	protein_coding		RefSeq	True	False
XM_006563124	LOC408551	CM009946.2	+	27	6426	5502	487	437	protein_coding		RefSeq	XP_006563187	protein_coding		RefSeq	True	False
LOC113219325_df_pt	LOC113219325	CM009946.2	+	4	814	0	0	0	pseudogene		RefSeq		pseudogene		RefSeq	True	False
XM_006563192	LOC100578618	CM009946.2	-	3	932	387	132	413	protein_coding		RefSeq	XP_006563255	protein_coding		RefSeq	True	False
XM_006559374	LOC412083	CM009946.2	-	6	2942	2631	115	196	protein_coding		RefSeq	XP_006559437	protein_coding		RefSeq	False	False
XM_006559373	LOC412083	CM009946.2	-	7	3010	2700	114	196	protein_coding		RefSeq	XP_006559436	protein_coding		RefSeq	True	False
XM_001120583	LOC724692	CM009946.2	-	5	1337	1140	116	81	protein_coding		RefSeq	XP_001120583	protein_coding		RefSeq	True	False
XR_003306286	LOC107965668	CM009946.2	-	4	3719	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
